Traceback (most recent call last):
  File "/usr/lib/python3.10/runpy.py", line 196, in _run_module_as_main
    return _run_code(code, main_globals, None,
  File "/usr/lib/python3.10/runpy.py", line 86, in _run_code
    exec(code, run_globals)
  File "/usr/lib/python3.10/http/server.py", line 1307, in <module>
    test(
  File "/usr/lib/python3.10/http/server.py", line 1258, in test
    with ServerClass(addr, HandlerClass) as httpd:
  File "/usr/lib/python3.10/socketserver.py", line 452, in __init__
    self.server_bind()
  File "/usr/lib/python3.10/http/server.py", line 1301, in server_bind
    return super().server_bind()
  File "/usr/lib/python3.10/http/server.py", line 137, in server_bind
    socketserver.TCPServer.server_bind(self)
  File "/usr/lib/python3.10/socketserver.py", line 466, in server_bind
    self.socket.bind(self.server_address)
OSError: [Errno 98] Address already in use
Traceback (most recent call last):
  File "/usr/lib/python3.10/runpy.py", line 196, in _run_module_as_main
    return _run_code(code, main_globals, None,
  File "/usr/lib/python3.10/runpy.py", line 86, in _run_code
    exec(code, run_globals)
  File "/usr/lib/python3.10/http/server.py", line 1307, in <module>
    test(
  File "/usr/lib/python3.10/http/server.py", line 1258, in test
    with ServerClass(addr, HandlerClass) as httpd:
  File "/usr/lib/python3.10/socketserver.py", line 452, in __init__
    self.server_bind()
  File "/usr/lib/python3.10/http/server.py", line 1301, in server_bind
    return super().server_bind()
  File "/usr/lib/python3.10/http/server.py", line 137, in server_bind
    socketserver.TCPServer.server_bind(self)
  File "/usr/lib/python3.10/socketserver.py", line 466, in server_bind
    self.socket.bind(self.server_address)
OSError: [Errno 98] Address already in use
Traceback (most recent call last):
  File "/usr/lib/python3.10/runpy.py", line 196, in _run_module_as_main
    return _run_code(code, main_globals, None,
  File "/usr/lib/python3.10/runpy.py", line 86, in _run_code
    exec(code, run_globals)
  File "/usr/lib/python3.10/http/server.py", line 1307, in <module>
    test(
  File "/usr/lib/python3.10/http/server.py", line 1258, in test
    with ServerClass(addr, HandlerClass) as httpd:
  File "/usr/lib/python3.10/socketserver.py", line 452, in __init__
    self.server_bind()
  File "/usr/lib/python3.10/http/server.py", line 1301, in server_bind
    return super().server_bind()
  File "/usr/lib/python3.10/http/server.py", line 137, in server_bind
    socketserver.TCPServer.server_bind(self)
  File "/usr/lib/python3.10/socketserver.py", line 466, in server_bind
    self.socket.bind(self.server_address)
OSError: [Errno 98] Address already in use
58.65.214.29 - - [16/Oct/2025 09:21:36] "GET /img/matrix.d1fcad6.svg HTTP/1.1" 200 -
58.65.214.29 - - [16/Oct/2025 09:21:36] "GET /welcome/images/icon-create-account.svg HTTP/1.1" 200 -
58.65.214.29 - - [16/Oct/2025 09:21:37] "GET /img/element-icons/i.c781d86.svg HTTP/1.1" 200 -
35.175.193.143 - - [16/Oct/2025 09:22:05] "GET / HTTP/1.1" 200 -
13.217.85.62 - - [16/Oct/2025 09:22:05] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
65.0.96.173 - - [16/Oct/2025 09:22:06] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
18.232.58.241 - - [16/Oct/2025 09:22:07] "GET / HTTP/1.1" 200 -
54.145.189.42 - - [16/Oct/2025 09:22:08] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
3.110.53.89 - - [16/Oct/2025 09:22:26] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
58.65.214.29 - - [16/Oct/2025 09:25:11] "GET /img/element-icons/notifications.b4d3969.svg HTTP/1.1" 200 -
172.235.181.217 - - [16/Oct/2025 09:26:00] code 400, message Bad request syntax ('\\x00\\x00\\x00\\x01\\x07')
172.235.181.217 - - [16/Oct/2025 09:26:00] "\x00\x00\x00\x01\x07" 400 -
172.235.181.217 - - [16/Oct/2025 09:26:00] "GET / HTTP/1.0" 200 -
172.235.181.217 - - [16/Oct/2025 09:26:01] "GET / HTTP/1.1" 200 -
172.235.181.217 - - [16/Oct/2025 09:26:01] "GET / HTTP/1.1" 200 -
172.235.181.217 - - [16/Oct/2025 09:26:01] code 404, message File not found
172.235.181.217 - - [16/Oct/2025 09:26:01] "GET /favicon.ico HTTP/1.1" 404 -
172.235.181.217 - - [16/Oct/2025 09:26:02] code 404, message File not found
172.235.181.217 - - [16/Oct/2025 09:26:02] "GET /webui HTTP/1.1" 404 -
172.235.181.217 - - [16/Oct/2025 09:26:02] "GET / HTTP/1.1" 200 -
172.235.181.217 - - [16/Oct/2025 09:26:02] code 404, message File not found
172.235.181.217 - - [16/Oct/2025 09:26:02] "GET /owa/ HTTP/1.1" 404 -
172.235.181.217 - - [16/Oct/2025 09:26:02] code 404, message File not found
172.235.181.217 - - [16/Oct/2025 09:26:02] "GET /owa/ HTTP/1.1" 404 -
172.235.181.217 - - [16/Oct/2025 09:26:11] code 400, message Bad request version ("3\\x12Gó\\x92\\x16È\\x9cU\\x15ÜÙKy\\x0eë2\\x8cC-\\x9ciÒ!ÇLû\\x15#ÿ\\x00\\x9c\\x13\\x02\\x13\\x03\\x13\\x01\\x003\\x009\\x005\\x00/À,À0\\x00£\\x00\\x9fÌ©Ì¨ÌªÀ¯À\\xadÀ£À\\x9fÀ]ÀaÀWÀSÀ+À/\\x00¢\\x00\\x9eÀ®À¬À¢À\\x9eÀ\\\\À`ÀVÀRÀ$À(\\x00k\\x00jÀsÀw\\x00Ä\\x00ÃÀ#À'\\x00g\\x00@ÀrÀv\\x00¾\\x00½À")
172.235.181.217 - - [16/Oct/2025 09:26:11] "\x16\x03\x01\x02\x00\x01\x00\x01ü\x03\x03sH\x87\x9f\x12v4\x15±Kû\x9b©O\x8b5Ç\x910Rï-à6}ù°Ï÷»\x85q Z\x0c3\x12Gó\x92\x16È\x9cU\x15ÜÙKy\x0eë2\x8cC-\x9ciÒ!ÇLû\x15#ÿ\x00\x9c\x13\x02\x13\x03\x13\x01\x003\x009\x005\x00/À,À0\x00£\x00\x9fÌ©Ì¨ÌªÀ¯À­À£À\x9fÀ]ÀaÀWÀSÀ+À/\x00¢\x00\x9eÀ®À¬À¢À\x9eÀ\\À`ÀVÀRÀ$À(\x00k\x00jÀsÀw\x00Ä\x00ÃÀ#À'\x00g\x00@ÀrÀv\x00¾\x00½À" 400 -
172.235.181.217 - - [16/Oct/2025 09:26:22] "GET / HTTP/1.0" 200 -
172.235.181.217 - - [16/Oct/2025 09:26:23] "GET / HTTP/1.1" 200 -
58.65.214.29 - - [16/Oct/2025 09:30:44] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [16/Oct/2025 09:40:44] "GET /version HTTP/1.1" 304 -
18.171.52.100 - - [16/Oct/2025 09:49:44] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
58.65.214.29 - - [16/Oct/2025 09:50:44] "GET /version HTTP/1.1" 304 -
18.192.245.242 - - [16/Oct/2025 09:59:10] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:21] "GET / HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:21] "GET /manifest.json HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:21] "GET /fonts/Inter/Inter-SemiBoldItalic.17942dd.woff2 HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:21] "GET /fonts/Inter/Inter-BoldItalic.57f0f97.woff2 HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:21] "GET /fonts/Inter/Inter-SemiBold.d5a91eb.woff2 HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:21] "GET /fonts/Inter/Inter-MediumItalic.2bbf830.woff2 HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:21] "GET /fonts/Inter/Inter-Bold.7824a90.woff2 HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:21] "GET /bundles/6f661f6f3f18a5415d5a/bundle.css HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:21] "GET /fonts/Inter/Inter-Medium.6be58ea.woff2 HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:21] "GET /bundles/6f661f6f3f18a5415d5a/bundle.js HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:21] "GET /bundles/6f661f6f3f18a5415d5a/unhomoglyph_data.js HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:21] "GET /fonts/Inter/Inter-Regular.bed7225.woff2 HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:21] "GET /fonts/Inter/Inter-Italic.faebbae.woff2 HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:21] "GET /img/warning.30e1625.svg HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /img/e2e/warning.d370b49.svg HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /img/feather-customised/warning-triangle.12e6910.svg HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /img/format/bold.1075338.svg HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /img/format/code.ee67228.svg HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /img/format/italics.395da20.svg HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /img/format/quote.69dadd8.svg HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /img/format/strikethrough.bc12eda.svg HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /bundles/6f661f6f3f18a5415d5a/48.js HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /bundles/6f661f6f3f18a5415d5a/init.js HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /bundles/6f661f6f3f18a5415d5a/230.js HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /bundles/6f661f6f3f18a5415d5a/styles.js HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /bundles/6f661f6f3f18a5415d5a/641.js HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /bundles/6f661f6f3f18a5415d5a/element-web-app.js HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /vector-icons/favicon.ae636ac.ico HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /vector-icons/apple-touch-icon-180.dd87acd.png HTTP/1.1" 200 -
----------------------------------------
Exception occurred during processing of request from ('79.237.50.212', 60448)
Traceback (most recent call last):
  File "/usr/lib/python3.10/socketserver.py", line 683, in process_request_thread
    self.finish_request(request, client_address)
  File "/usr/lib/python3.10/http/server.py", line 1304, in finish_request
    self.RequestHandlerClass(request, client_address, self,
  File "/usr/lib/python3.10/http/server.py", line 668, in __init__
    super().__init__(*args, **kwargs)
  File "/usr/lib/python3.10/socketserver.py", line 747, in __init__
    self.handle()
  File "/usr/lib/python3.10/http/server.py", line 433, in handle
    self.handle_one_request()
  File "/usr/lib/python3.10/http/server.py", line 421, in handle_one_request
    method()
  File "/usr/lib/python3.10/http/server.py", line 675, in do_GET
    self.copyfile(f, self.wfile)
  File "/usr/lib/python3.10/http/server.py", line 875, in copyfile
    shutil.copyfileobj(source, outputfile)
  File "/usr/lib/python3.10/shutil.py", line 198, in copyfileobj
    fdst_write(buf)
  File "/usr/lib/python3.10/socketserver.py", line 826, in write
    self._sock.sendall(b)
BrokenPipeError: [Errno 32] Broken pipe
----------------------------------------
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /mobile_guide/ HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /bundles/6f661f6f3f18a5415d5a/mobileguide.js HTTP/1.1" 200 -
79.237.50.212 - - [16/Oct/2025 09:59:22] code 404, message File not found
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /favicon.ico HTTP/1.1" 404 -
79.237.50.212 - - [16/Oct/2025 09:59:22] code 404, message File not found
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /config.91.99.219.182.json?cachebuster=1760608762809 HTTP/1.1" 404 -
79.237.50.212 - - [16/Oct/2025 09:59:22] "GET /config.json?cachebuster=1760608762809 HTTP/1.1" 200 -
58.65.214.29 - - [16/Oct/2025 10:00:44] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [16/Oct/2025 10:10:44] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [16/Oct/2025 10:20:44] "GET /version HTTP/1.1" 304 -
3.108.40.210 - - [16/Oct/2025 10:21:49] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
18.192.245.242 - - [16/Oct/2025 10:25:21] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
100.24.10.197 - - [16/Oct/2025 10:29:07] "GET / HTTP/1.1" 200 -
54.80.87.63 - - [16/Oct/2025 10:29:07] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
54.221.53.111 - - [16/Oct/2025 10:29:19] "GET / HTTP/1.1" 200 -
18.212.95.79 - - [16/Oct/2025 10:29:19] "GET /vector-icons/apple-touch-icon-57.e9e9abf.png HTTP/1.1" 200 -
58.65.214.29 - - [16/Oct/2025 10:31:02] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [16/Oct/2025 10:35:59] "GET / HTTP/1.1" 200 -
58.65.214.29 - - [16/Oct/2025 10:35:59] "GET /bundles/6f661f6f3f18a5415d5a/bundle.js HTTP/1.1" 200 -
58.65.214.29 - - [16/Oct/2025 10:36:02] code 404, message File not found
58.65.214.29 - - [16/Oct/2025 10:36:02] "GET /config.91.99.219.182.json?cachebuster=1760610962444 HTTP/1.1" 404 -
58.65.214.29 - - [16/Oct/2025 10:36:02] "GET /config.json?cachebuster=1760610962444 HTTP/1.1" 200 -
58.65.214.29 - - [16/Oct/2025 10:36:04] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [16/Oct/2025 10:36:09] "GET /img/element-icons/roomlist/skeleton-ui.15f261b.svg HTTP/1.1" 200 -
58.65.214.29 - - [16/Oct/2025 10:36:15] "GET /img/element-icons/copy.0e0d3b5.svg HTTP/1.1" 200 -
58.65.214.29 - - [16/Oct/2025 10:41:02] "GET /version HTTP/1.1" 304 -
58.65.214.29 - - [16/Oct/2025 10:46:04] "GET /version HTTP/1.1" 304 -
143.105.152.114 - - [16/Oct/2025 10:48:15] "GET / HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:16] "GET /bundles/6f661f6f3f18a5415d5a/bundle.css HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:16] "GET /fonts/Inter/Inter-BoldItalic.57f0f97.woff2 HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:16] "GET /fonts/Inter/Inter-Bold.7824a90.woff2 HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:16] "GET /fonts/Inter/Inter-SemiBoldItalic.17942dd.woff2 HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:16] "GET /fonts/Inter/Inter-MediumItalic.2bbf830.woff2 HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:16] "GET /fonts/Inter/Inter-SemiBold.d5a91eb.woff2 HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:17] "GET /fonts/Inter/Inter-Medium.6be58ea.woff2 HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:18] "GET /fonts/Inter/Inter-Italic.faebbae.woff2 HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:18] "GET /fonts/Inter/Inter-Regular.bed7225.woff2 HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:18] "GET /bundles/6f661f6f3f18a5415d5a/unhomoglyph_data.js HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:19] "GET /bundles/6f661f6f3f18a5415d5a/bundle.js HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:34] "GET /bundles/6f661f6f3f18a5415d5a/641.js HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:34] "GET /bundles/6f661f6f3f18a5415d5a/230.js HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:34] "GET /bundles/6f661f6f3f18a5415d5a/styles.js HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:34] "GET /img/e2e/warning.d370b49.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:34] "GET /img/format/bold.1075338.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:34] "GET /bundles/6f661f6f3f18a5415d5a/element-web-app.js HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:35] "GET /img/format/code.ee67228.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:35] "GET /img/warning.30e1625.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:35] "GET /img/feather-customised/warning-triangle.12e6910.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:35] "GET /img/format/italics.395da20.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:35] "GET /img/format/quote.69dadd8.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:35] "GET /img/format/strikethrough.bc12eda.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:35] "GET /bundles/6f661f6f3f18a5415d5a/48.js HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:35] "GET /bundles/6f661f6f3f18a5415d5a/init.js HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:35] "GET /media/message.ogg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:35] "GET /media/ring.ogg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:35] "GET /media/ringback.ogg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:35] "GET /media/callend.ogg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:36] "GET /media/busy.ogg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:36] "GET /olm.3fc8dbf.wasm HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:36] code 404, message File not found
143.105.152.114 - - [16/Oct/2025 10:48:36] "GET /config.91.99.219.182.json?cachebuster=1760611715686 HTTP/1.1" 404 -
143.105.152.114 - - [16/Oct/2025 10:48:36] "GET /config.json?cachebuster=1760611715686 HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:36] "GET /media/error.ogg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:36] "GET /bundles/6f661f6f3f18a5415d5a/blurhash.worker.js HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:37] "GET /bundles/6f661f6f3f18a5415d5a/theme-dark.css HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:37] "GET /i18n/languages.8705728.json HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:37] "GET /i18n/en_EN.cb5ed01.json HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:38] "GET /bundles/6f661f6f3f18a5415d5a/compatibility-view.js HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:38] "GET /bundles/6f661f6f3f18a5415d5a/compatibility-view.css HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:39] "GET /themes/element/img/logos/element-logo.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:39] "GET /themes/element/img/download/apple.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:39] "GET /themes/element/img/download/google.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:39] "GET /themes/element/img/download/fdroid.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:48:40] "GET /vector-icons/favicon.ae636ac.ico HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:49:28] "GET /img/download.a6b50e0.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:49:28] "GET /version HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:49:31] "GET /img/spinner/spinner-background.334d97c.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:49:31] "GET /img/spinner/spinner-foreground.962dd16.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:49:32] "GET /bundles/6f661f6f3f18a5415d5a/theme-light.css HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:49:32] "GET /welcome.html HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:49:32] "GET /img/feather-customised/dropdown-arrow.df9edbf.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:49:32] "GET /themes/element/img/backgrounds/lake.jpg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:49:32] "GET /welcome/images/icon-sign-in.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:49:32] "GET /img/matrix.d1fcad6.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:49:32] "GET /welcome/images/icon-create-account.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:49:41] "GET /img/element-icons/i.c781d86.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:50:49] "GET /?loginToken=4BF2kuPmlvNdSpLGAcq871ATkxWq9MUn HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:50:50] "GET /config.json?cachebuster=1760611849605 HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:50:50] code 404, message File not found
143.105.152.114 - - [16/Oct/2025 10:50:50] "GET /config.91.99.219.182.json?cachebuster=1760611849605 HTTP/1.1" 404 -
143.105.152.114 - - [16/Oct/2025 10:50:51] "GET /version HTTP/1.1" 304 -
143.105.152.114 - - [16/Oct/2025 10:50:55] "GET /bundles/6f661f6f3f18a5415d5a/indexeddb.worker.js HTTP/1.1" 200 -
58.65.214.29 - - [16/Oct/2025 10:51:02] "GET /version HTTP/1.1" 304 -
143.105.152.114 - - [16/Oct/2025 10:51:07] "GET /img/element-icons/roomlist/plus.6bf6398.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:51:07] "GET /img/element-icons/camera.6ef82ed.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:51:07] "GET /img/element-icons/context-menu.131c13c.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:51:07] "GET /img/element-icons/group-members.483392b.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:51:07] "GET /img/element-icons/feedback.94401b2.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:51:07] "GET /img/feather-customised/chevron-down.663d060.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:51:08] "GET /img/element-icons/home.70cb677.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:51:08] "GET /img/element-icons/settings.0c529f2.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:51:08] "GET /img/element-icons/roomlist/search.df3ab87.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:51:08] "GET /img/element-icons/roomlist/explore.3bcee74.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:51:08] "GET /img/element-icons/plus.baac2b4.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:53:12] "GET /img/element-icons/leave.9ad00a5.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:53:12] "GET /img/element-icons/notifications.b4d3969.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:53:12] "GET /img/element-icons/security.56b436c.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:53:12] "GET /img/element-icons/roomlist/dark-light-mode.87d7411.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:53:36] "GET /?loginToken=6thGxywoAUdcwSw6T80MCeN0ZrU0TlHM HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:53:37] code 404, message File not found
143.105.152.114 - - [16/Oct/2025 10:53:37] "GET /config.json?cachebuster=1760612017221 HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:53:37] "GET /config.91.99.219.182.json?cachebuster=1760612017221 HTTP/1.1" 404 -
143.105.152.114 - - [16/Oct/2025 10:53:41] "GET /version HTTP/1.1" 304 -
143.105.152.114 - - [16/Oct/2025 10:53:48] "GET /img/cancel.12c5c12.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:54:02] "GET /bundles/6f661f6f3f18a5415d5a/81.js HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:54:03] "GET /img/feather-customised/secure-phrase.be40c1d.svg HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 10:54:03] "GET /img/feather-customised/secure-backup.6c0a137.svg HTTP/1.1" 200 -
58.65.214.29 - - [16/Oct/2025 10:56:05] "GET /version HTTP/1.1" 304 -
143.105.152.114 - - [16/Oct/2025 11:00:47] "GET /?loginToken=nEJL4fVkAXKoutB3I3yOIDDbFY0ULLw8 HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 11:00:47] "GET /bundles/6f661f6f3f18a5415d5a/bundle.css.map HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 11:00:48] "GET /bundles/6f661f6f3f18a5415d5a/bundle.js.map HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 11:00:48] code 404, message File not found
143.105.152.114 - - [16/Oct/2025 11:00:48] "GET /config.91.99.219.182.json?cachebuster=1760612447633 HTTP/1.1" 404 -
143.105.152.114 - - [16/Oct/2025 11:00:48] "GET /config.json?cachebuster=1760612447633 HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 11:00:48] "GET /bundles/6f661f6f3f18a5415d5a/48.js.map HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 11:00:48] "GET /bundles/6f661f6f3f18a5415d5a/init.js.map HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 11:00:48] "GET /bundles/6f661f6f3f18a5415d5a/blurhash.worker.js.map HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 11:00:48] "GET /bundles/6f661f6f3f18a5415d5a/compatibility-view.css.map HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 11:00:48] "GET /bundles/6f661f6f3f18a5415d5a/theme-dark.css.map HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 11:00:48] "GET /bundles/6f661f6f3f18a5415d5a/compatibility-view.js.map HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 11:00:52] "GET /bundles/6f661f6f3f18a5415d5a/styles.js.map HTTP/1.1" 200 -
143.105.152.114 - - [16/Oct/2025 11:00:52] "GET /bundles/6f661f6f3f18a5415d5a/230.js.map HTTP/1.1" 200 -
